100,0.011975,0.006474
200,0.082635,0.030530
300,0.284289,0.108448
400,0.788482,0.281642
500,1.571325,0.561944
600,2.836564,1.074336
700,4.841930,1.740416
800,8.895281,3.985972
900,12.055253,4.898085
1000,19.605669,9.738386
